Name,Country,Category,Year,Area,Danger,Region,Latitude,Longitude
Heritage Site 749,India,Cultural,1992,8668.275717834149,No,Latin America and the Caribbean,88.49266720776836,136.38199308430836
Heritage Site 750,Canada,Cultural,1992,8818.949468300474,No,Asia and the Pacific,-69.88787059987587,-37.454521901605546
Heritage Site 751,France,Natural,1996,7120.274931810838,No,Arab States,72.73168782666255,-167.3986455900402
Heritage Site 752,Egypt,Cultural,2021,3097.958605703883,No,Europe and North America,-25.882381042674282,125.62912886995412
Heritage Site 753,Canada,Cultural,2012,9652.450229301692,No,Asia and the Pacific,4.971566461755458,-171.06454500237928
Heritage Site 754,Australia,Cultural,1999,3670.4892495309036,No,Africa,-53.38681214306514,20.118301284049863
Heritage Site 755,Brazil,Cultural,1997,9307.917503825603,No,Latin America and the Caribbean,-82.54242555460813,-50.65804605729363
Heritage Site 756,South Africa,Cultural,1998,8616.115007522454,No,Arab States,-27.644401479025987,-30.819351431089217
Heritage Site 757,Germany,Natural,1984,9069.886284684206,No,Arab States,-53.876774409197466,93.32403881441866
Heritage Site 758,Italy,Cultural,2008,4492.9739436491645,No,Africa,-46.65988938987323,61.76540085117509
Heritage Site 759,United Kingdom,Cultural,2004,8010.321390214774,No,Latin America and the Caribbean,-69.94919785472337,-127.95892913302782
Heritage Site 760,Greece,Natural,1989,5032.261296607802,No,Arab States,64.21373446839993,-48.277031527516954
Heritage Site 761,Mexico,Cultural,1995,4636.671791566421,No,Latin America and the Caribbean,-5.819888726216291,47.25262432343919
Heritage Site 762,Mexico,Cultural,1995,57.06953699369817,No,Europe and North America,-89.3675063810364,118.0710866547908
Heritage Site 763,Spain,Cultural,2011,451.0095475499353,No,Europe and North America,-82.82106127939983,20.78960028608421
Heritage Site 764,Italy,Mixed,2023,261.4630979668502,No,Asia and the Pacific,-3.0306328156669906,165.17219582174323
Heritage Site 765,China,Cultural,2003,8030.565145917009,No,Arab States,-86.43882444462376,-51.78905025496314
Heritage Site 766,Germany,Cultural,2012,4725.955350565697,No,Europe and North America,33.788133526637594,98.75222428319819
Heritage Site 767,China,Cultural,1989,2982.567055930639,No,Asia and the Pacific,65.01971915781056,-165.93152464209535
Heritage Site 768,Spain,Natural,1991,1957.410137057683,No,Europe and North America,6.113788401195109,-74.64741522780528
Heritage Site 769,France,Cultural,1992,7573.898451576955,No,Europe and North America,54.340778000518924,154.0730331835747
Heritage Site 770,United Kingdom,Cultural,2017,4854.225974318071,No,Latin America and the Caribbean,37.194305454540626,40.64207221719039
Heritage Site 771,Japan,Cultural,1993,7980.779277238575,No,Europe and North America,-68.13280748394267,-99.1078825775603
Heritage Site 772,Canada,Cultural,2017,1436.2573523497626,No,Africa,-55.52250719477618,85.43021930186478
Heritage Site 773,India,Cultural,1991,6267.9414964880725,No,Europe and North America,75.20561682559133,6.5550813177625
Heritage Site 774,Italy,Cultural,1995,1152.2075289170725,No,Latin America and the Caribbean,34.23314081854009,-25.85663575555381
Heritage Site 775,Greece,Cultural,2000,6611.883879201428,No,Africa,55.10220886762559,-28.580940440908364
Heritage Site 776,United Kingdom,Cultural,2002,2615.06726364827,No,Arab States,55.14747198939648,153.38907535529603
Heritage Site 777,France,Cultural,1981,,No,Africa,50.48270019055636,177.797235173896
Heritage Site 778,Greece,Cultural,2019,1137.0493298389656,No,Europe and North America,-2.7018377450241076,4.564134116550065
Heritage Site 779,France,Mixed,2017,3213.336766843544,No,Europe and North America,-13.099755632600889,-66.21151461824445
Heritage Site 780,Mexico,Cultural,1986,,No,Africa,50.77275123975332,-59.98499201922297
Heritage Site 781,Australia,Cultural,1990,1582.570400691565,No,Europe and North America,-6.434653589498964,-100.46398914248648
Heritage Site 782,Australia,Natural,2017,45.84646578444726,No,Latin America and the Caribbean,-69.01346702666055,75.63068866381806
Heritage Site 783,Australia,Cultural,2008,7996.445517896878,Yes,Latin America and the Caribbean,80.7374371319487,-82.37176897316132
Heritage Site 784,Japan,Cultural,2014,1653.547746544216,No,Europe and North America,56.78634333607636,42.671629046120444
Heritage Site 785,Spain,Natural,2008,3520.813415991576,No,Asia and the Pacific,41.90506256239226,93.77851418659952
Heritage Site 786,Brazil,Natural,1986,8528.560050907794,No,Europe and North America,-35.07839508069411,-162.9767918716627
Heritage Site 787,South Africa,Natural,2006,8810.500163802142,No,Africa,17.084004856055813,35.79321813117903
Heritage Site 788,Spain,Cultural,2016,5635.605110882245,No,Europe and North America,-73.59450245192383,-72.2314437825596
Heritage Site 789,Australia,Cultural,1990,2471.6394317190043,No,Arab States,-72.73853621625852,-52.723558673023405
Heritage Site 790,Germany,Cultural,1991,,No,Asia and the Pacific,-4.407688543232084,-62.42481373728583
Heritage Site 791,Germany,Cultural,1985,7414.615442541667,No,Africa,18.539293027901437,-165.84880342394905
Heritage Site 792,India,Cultural,2023,5902.823164606697,No,Europe and North America,27.4799787931901,-150.69934244267276
Heritage Site 793,India,Cultural,1994,7688.3438485438855,No,Arab States,-89.24042370197438,-58.14883604979883
Heritage Site 794,India,Natural,2006,6081.379049451392,No,Latin America and the Caribbean,37.92969383883852,176.25614527641937
Heritage Site 795,South Africa,Cultural,1983,7732.271632637201,No,Africa,45.16723881201861,-145.10165077598856
Heritage Site 796,Italy,Cultural,2008,3668.573593550134,No,Arab States,53.447783095190715,159.25926197368221
Heritage Site 797,Spain,Cultural,2005,7548.792973111465,No,Arab States,-54.92499339387417,-68.51790825998692
Heritage Site 798,Spain,Cultural,2016,7809.687659732003,Yes,Asia and the Pacific,44.647091672364894,12.737534762524405
Heritage Site 799,United Kingdom,Cultural,2007,7198.569197436189,No,Arab States,64.72164181514788,90.55666487602127
Heritage Site 800,France,Cultural,2017,9760.243502666957,No,Asia and the Pacific,-0.49651874162142917,-117.44835248747829
Heritage Site 801,Australia,Cultural,1979,2765.19144836771,Yes,Africa,-27.542335907010646,178.54549282246302
Heritage Site 802,France,Cultural,2003,3065.164006506872,No,Latin America and the Caribbean,-38.4952094356352,-151.93258079341095
Heritage Site 803,India,Cultural,1992,9786.432977793938,No,Arab States,15.84703207677775,-141.85407879161926
Heritage Site 804,India,Cultural,1997,3619.350266642072,No,Arab States,-71.8589471713488,28.58900038808332
Heritage Site 805,Italy,Cultural,2020,8974.307561860047,No,Latin America and the Caribbean,46.247321024080264,-178.05212911762422
Heritage Site 806,France,Cultural,2008,8385.324944310369,No,Asia and the Pacific,-55.00717981843004,-52.60866563096374
Heritage Site 807,Canada,Cultural,1978,157.89344999786528,No,Asia and the Pacific,-77.24305344226308,124.25891914585537
Heritage Site 808,France,Cultural,2001,9887.478314417032,No,Latin America and the Caribbean,-60.4838651177089,38.07131204244041
Heritage Site 809,India,Cultural,1991,148.286741757076,No,Europe and North America,-63.56023986026712,-152.50429472568194
Heritage Site 810,Japan,Cultural,1996,9866.495841751677,No,Europe and North America,-10.457185815184786,-97.76820618620292
Heritage Site 811,France,Cultural,1988,5301.033131997094,No,Latin America and the Caribbean,-54.28144703624777,47.74073833801074
Heritage Site 812,Italy,Cultural,2008,2094.1081951631595,No,Europe and North America,22.84675175036857,-110.14787982950219
Heritage Site 813,Canada,Cultural,1984,5413.625551019514,No,Asia and the Pacific,48.36562356499499,-127.83135102387017
Heritage Site 814,Spain,Cultural,2001,9682.265538495543,No,Arab States,-38.03244393394394,-52.77668078474116
Heritage Site 815,China,Cultural,1978,234.13431403768814,Yes,Arab States,71.99201033049988,-116.14547947140288
Heritage Site 816,Italy,Cultural,1987,8129.578575477736,No,Africa,-76.36987717024567,-115.52282003659053
Heritage Site 817,Mexico,Cultural,1979,1115.7640471713482,No,Europe and North America,-88.43897837829198,86.09886513422066
Heritage Site 818,Greece,Cultural,1997,1752.3090758053731,No,Arab States,-61.507284580807365,-66.1761170047644
Heritage Site 819,Spain,Natural,1980,4440.640558179953,No,Europe and North America,-33.994833091913755,-143.01850611039293
Heritage Site 820,Mexico,Cultural,1985,4950.7460117723385,No,Arab States,8.345863697425756,147.69384631084893
Heritage Site 821,Brazil,Natural,2001,9307.075390358814,No,Latin America and the Caribbean,-10.58230847689373,90.93106625294092
Heritage Site 822,Egypt,Cultural,2001,2266.938890251875,No,Asia and the Pacific,15.604814184977002,-114.03469618191525
Heritage Site 823,India,Cultural,2002,4582.6002397298025,No,Arab States,1.8212479684862473,-172.65844217622777
Heritage Site 824,Brazil,Natural,2014,3708.4289712246305,No,Africa,12.217022646198814,-149.12257776603252
Heritage Site 825,Canada,Cultural,2009,6137.362350655358,No,Asia and the Pacific,-69.45411397640845,-97.57069480205604
Heritage Site 826,Germany,Natural,1994,7991.018927994107,No,Africa,41.07763912620615,-86.10560689274176
Heritage Site 827,Brazil,Natural,1984,7628.713436682037,No,Arab States,-74.89569829176949,-130.9934244289093
Heritage Site 828,Brazil,Natural,2010,9721.99029053374,No,Asia and the Pacific,-5.469815431084811,158.66727635716586
Heritage Site 829,France,Cultural,1985,4858.090801926512,No,Asia and the Pacific,42.92018006881247,161.588847452182
Heritage Site 830,Egypt,Natural,2006,3375.73893702894,No,Asia and the Pacific,-8.644939713561484,-101.88682109177039
Heritage Site 831,Spain,Cultural,2017,193.1406659570748,No,Europe and North America,-71.73552830258288,166.4533813403561
Heritage Site 832,Mexico,Cultural,2010,,No,Latin America and the Caribbean,-45.64781430100047,-103.40860664302964
Heritage Site 833,Germany,Mixed,1989,3622.5845704893773,No,Arab States,-8.89652773276174,-176.47852967299278
Heritage Site 834,France,Cultural,2013,3937.8421762952917,No,Europe and North America,89.93945379044786,-134.66917453099657
Heritage Site 835,Mexico,Cultural,1997,1596.6452925504225,No,Africa,-11.829507143250424,-33.1528659646938
Heritage Site 836,France,Cultural,2007,9204.508360512657,No,Arab States,35.711391003556216,116.14652581619657
Heritage Site 837,Spain,Cultural,1982,8401.61612503375,No,Africa,-72.3325949069143,-140.77103228545198
Heritage Site 838,Germany,Cultural,1979,7156.030102636304,No,Asia and the Pacific,-56.47804215725656,134.01112094426435
Heritage Site 839,Australia,Cultural,1987,,No,Arab States,83.08718964042319,-109.99995097085639
Heritage Site 840,India,Cultural,2004,7381.2446479736855,No,Africa,-49.56145333189609,40.984213012884254
Heritage Site 841,Brazil,Cultural,2016,6399.125637406929,No,Africa,-53.93121859468283,-176.14397631234888
Heritage Site 842,Spain,Cultural,2003,7770.931332261569,Yes,Europe and North America,-41.18241028051891,34.39862358418617
Heritage Site 843,Greece,Natural,2011,5253.6690455152875,No,Latin America and the Caribbean,-27.95493008347414,70.74985312867176
Heritage Site 844,Germany,Cultural,2009,2965.5958604833077,No,Asia and the Pacific,72.18723786478546,161.81466780293226
Heritage Site 845,China,Cultural,1983,5299.5664939172175,No,Arab States,-88.58720854837654,89.35847537306904
Heritage Site 846,Brazil,Cultural,2000,5852.917571649779,No,Africa,12.220145107529433,-102.62623064628889
Heritage Site 847,Mexico,Cultural,2015,1254.5297096733293,No,Latin America and the Caribbean,-4.95043154759226,160.71663540608057
Heritage Site 848,South Africa,Cultural,1998,660.4035727162589,No,Africa,-25.982036794121043,79.95770280651686
Heritage Site 849,China,Cultural,2010,7926.689619092468,Yes,Asia and the Pacific,-26.876737915487666,66.4301338502097
Heritage Site 850,Spain,Cultural,1980,5128.079548972053,No,Arab States,47.45851492662345,3.2106732985447763
Heritage Site 851,South Africa,Natural,2017,5442.673701514401,No,Asia and the Pacific,21.856596436498194,-66.2913378670672
Heritage Site 852,Japan,Cultural,1988,9804.946942048391,No,Latin America and the Caribbean,-56.83694439696114,-67.03862548127603
Heritage Site 853,China,Cultural,2002,316.2408871290518,No,Europe and North America,-54.974302998150506,97.8591855994867
Heritage Site 854,China,Natural,1995,5935.938956892893,No,Africa,57.957084731074616,50.93174081268651
Heritage Site 855,Egypt,Cultural,1981,2458.9920867709425,No,Arab States,-31.26976641725777,65.50349284570171
Heritage Site 856,South Africa,Cultural,2004,8147.238888777288,No,Arab States,25.100181551724702,-157.57364929050686
Heritage Site 857,France,Cultural,1992,2375.452010340712,No,Europe and North America,-87.14134886851977,56.65288681806314
Heritage Site 858,Italy,Cultural,2022,7338.424970795717,No,Africa,57.39919323483372,-117.21301608661894
Heritage Site 859,India,Cultural,2014,1094.6073116736482,No,Latin America and the Caribbean,86.43057116383739,170.4408018515823
Heritage Site 860,Spain,Natural,2010,4852.363999046471,No,Latin America and the Caribbean,-45.955952490103414,110.98873776479462
Heritage Site 861,China,Cultural,2019,2013.166023285734,No,Latin America and the Caribbean,47.400695732981774,-163.43004994810934
Heritage Site 862,China,Natural,2020,7829.879015426122,No,Africa,76.25812999587356,-90.82914633285486
Heritage Site 863,Canada,Cultural,2019,6175.824331373319,No,Latin America and the Caribbean,-46.51225498216094,83.5248572891619
Heritage Site 864,Canada,Cultural,2022,8962.158884765255,No,Asia and the Pacific,78.05988984757079,-179.91104940562073
Heritage Site 865,Egypt,Cultural,2012,4710.319419013476,No,Latin America and the Caribbean,77.64419438916374,-25.62991943033103
Heritage Site 866,China,Cultural,1988,1941.0734462109767,No,Europe and North America,-86.06526305035922,-84.04319140958545
Heritage Site 867,United Kingdom,Natural,1986,6381.36694856649,No,Europe and North America,-69.18901208293353,-123.59551936279664
Heritage Site 868,Mexico,Cultural,2012,3709.9416717163394,Yes,Europe and North America,-28.289713805734756,55.71453829804682
Heritage Site 869,Spain,Cultural,1979,4706.982768739736,No,Africa,89.96570684432999,-64.56489596167472
Heritage Site 870,Canada,Cultural,2019,3674.835553945033,No,Europe and North America,79.14092563480293,132.92041380736487
Heritage Site 871,Japan,Cultural,2012,4113.5401774095,No,Arab States,-3.470918532308332,-146.89740180738912
Heritage Site 872,Italy,Cultural,2013,8447.254073737367,No,Arab States,-0.028292463641363952,-5.114127570345346
Heritage Site 873,South Africa,Cultural,2007,7395.351228975739,No,Africa,35.084963537263704,48.21731207417787
Heritage Site 874,Germany,Cultural,1982,3127.939809295984,No,Latin America and the Caribbean,-61.99045428035801,-16.133963107868738
Heritage Site 875,Italy,Cultural,2014,4041.0203404837434,No,Africa,10.785061439232479,112.12283873198714
Heritage Site 876,South Africa,Cultural,1986,7134.480993942286,No,Asia and the Pacific,42.344773427692814,59.31747016585601
Heritage Site 877,Italy,Cultural,2014,9077.441039817226,No,Arab States,69.35006640739934,-148.38371751595096
Heritage Site 878,Canada,Cultural,2023,9374.480606340478,No,Latin America and the Caribbean,48.39726866023676,-36.04266448921527
Heritage Site 879,China,Cultural,1982,9007.035412226305,No,Africa,63.28120176965942,9.791740567781574
Heritage Site 880,Australia,Cultural,2014,4499.427817661157,No,Africa,43.102413595419335,164.4764327500739
Heritage Site 881,Canada,Cultural,1990,1887.9535078479596,No,Arab States,28.907726360595376,-29.177645473036904
Heritage Site 882,Greece,Cultural,2012,206.7421495417564,No,Latin America and the Caribbean,78.38801239750947,60.18976797694327
Heritage Site 883,Japan,Mixed,2016,1020.8388178557768,Yes,Africa,-52.28872830812,3.794100534950843
Heritage Site 884,Italy,Cultural,2007,15.949117829595695,No,Latin America and the Caribbean,-31.128408622785436,-69.25885694908717
Heritage Site 885,Brazil,Cultural,1996,1658.2629355950398,No,Europe and North America,-0.08151965472502809,32.291643434824095
Heritage Site 886,United Kingdom,Cultural,2016,,No,Europe and North America,34.24392622117966,-56.26783854017033
Heritage Site 887,Australia,Cultural,1988,5424.30831416368,No,Latin America and the Caribbean,8.290399765224521,-68.51622943662268
Heritage Site 888,Egypt,Cultural,1980,9731.782906252663,No,Europe and North America,60.58277927175399,132.0364916462006
Heritage Site 889,Canada,Cultural,2007,9619.494003974292,No,Arab States,-29.403065191877452,-165.30567965550705
Heritage Site 890,Canada,Cultural,2017,3332.8341741874874,No,Africa,-79.22699846358248,-0.36700550723415404
Heritage Site 891,Canada,Cultural,2002,3830.2760247434244,No,Latin America and the Caribbean,22.522017518075558,129.8626005482754
Heritage Site 892,Brazil,Natural,1980,,No,Africa,-49.55599404682987,-117.51271224143949
Heritage Site 893,Spain,Cultural,1983,6962.697797580331,No,Latin America and the Caribbean,-20.222974812048008,-44.66785408422845
Heritage Site 894,South Africa,Cultural,2005,,No,Arab States,25.71450654257876,-154.91706409761503
Heritage Site 895,Australia,Cultural,2018,7426.138770780943,No,Europe and North America,-56.04624842989981,170.4580186323975
Heritage Site 896,Brazil,Cultural,1985,5980.923088287825,No,Europe and North America,22.809679522693486,-58.320997167856135
Heritage Site 897,China,Cultural,1982,528.5299828432877,No,Latin America and the Caribbean,-33.909759579416445,165.36450757489007
Heritage Site 898,Australia,Cultural,2001,632.5073234256196,No,Latin America and the Caribbean,-52.397712329850826,53.35476204613627
Heritage Site 899,France,Mixed,2022,3125.7400389580116,No,Africa,20.11021579374936,110.16274513717502
Heritage Site 900,France,Natural,2014,8619.775043316215,No,Africa,-23.636353394849593,129.95254724929435
Heritage Site 901,Greece,Cultural,2018,5109.351895591326,No,Europe and North America,-31.280882442264804,51.941220937056755
Heritage Site 902,Mexico,Cultural,1982,2892.972370123791,No,Asia and the Pacific,59.21653794477618,138.6942988358635
Heritage Site 903,India,Cultural,2002,5222.623993363767,No,Arab States,9.314308001779011,179.10306377216955
Heritage Site 904,Egypt,Cultural,1998,1466.9791017051084,No,Latin America and the Caribbean,21.292957938140432,-163.39996289119884
Heritage Site 905,Greece,Cultural,1979,7003.593482516909,No,Africa,17.234056906033942,-24.935170612509324
Heritage Site 906,Canada,Cultural,2003,2190.7980804317654,No,Europe and North America,-45.63933479243125,103.36838862135596
Heritage Site 907,China,Cultural,1979,3044.3137835956345,No,Africa,35.15039218600934,-121.45912463740135
Heritage Site 908,Greece,Cultural,1985,4976.436482983932,No,Europe and North America,-21.1414827390211,-175.07315346027121
Heritage Site 909,India,Cultural,2021,7579.093746185449,No,Latin America and the Caribbean,62.587431243190395,-127.90698082522772
Heritage Site 910,South Africa,Cultural,2018,7208.325067629461,No,Arab States,-49.373322417396054,8.233670698743254
Heritage Site 911,South Africa,Natural,2015,9382.207895498017,No,Asia and the Pacific,47.27134119765711,107.48548084938858
Heritage Site 912,Greece,Cultural,1984,,No,Arab States,76.02162919421158,-5.735420022277083
Heritage Site 913,Brazil,Natural,1980,1876.6819905970306,No,Europe and North America,-74.76666644618155,-99.22355994442434
Heritage Site 914,France,Cultural,1985,830.3704747878918,Yes,Asia and the Pacific,-45.24855212734143,-57.02950737769177
Heritage Site 915,Germany,Cultural,2000,1823.0251228125521,No,Africa,16.7849041402596,-1.4817521515060719
Heritage Site 916,Mexico,Cultural,2012,7183.783565804373,No,Asia and the Pacific,10.471343344669506,45.5475134153551
Heritage Site 917,Brazil,Cultural,1985,5148.478882577788,No,Arab States,-68.54365583006043,2.576666148788007
Heritage Site 918,Italy,Cultural,2021,4494.043616292861,No,Asia and the Pacific,-51.7676715372998,-60.02580215564055
Heritage Site 919,France,Cultural,1988,1915.5649504614933,No,Africa,6.731133308436654,-43.36169320124526
Heritage Site 920,United Kingdom,Cultural,2015,7103.861102602933,No,Arab States,-17.736381597917415,-44.69360948024459
Heritage Site 921,France,Cultural,2016,3757.293242719743,No,Asia and the Pacific,53.08401500065554,75.18729258545142
Heritage Site 922,Spain,Cultural,1979,195.05588546469215,No,Latin America and the Caribbean,78.14781378123044,122.69316156227381
Heritage Site 923,Mexico,Cultural,1995,87.82554702830909,No,Europe and North America,-21.913091976186678,-66.13518370447605
Heritage Site 924,India,Cultural,2011,3388.8229838966395,No,Latin America and the Caribbean,1.4890031822316985,-158.1109380326047
Heritage Site 925,Brazil,Cultural,2003,6131.551517978,No,Africa,87.48966533925486,134.40858255073465
Heritage Site 926,Mexico,Cultural,2005,7068.662407333644,No,Africa,29.996840567386187,-82.24178005494142
Heritage Site 927,Italy,Natural,2023,8658.226438830447,No,Asia and the Pacific,29.402852080299965,156.82860113769613
Heritage Site 928,Egypt,Cultural,2002,8389.620130162866,No,Africa,88.74674164641291,-85.43896730089915
Heritage Site 929,United Kingdom,Natural,1991,6873.843830755108,No,Europe and North America,64.43134921845862,-55.90529943386508
Heritage Site 930,France,Natural,2001,,No,Asia and the Pacific,-53.81044513540286,-98.25531578312369
Heritage Site 931,Italy,Mixed,1992,8269.240620014269,No,Latin America and the Caribbean,64.5497520774471,-19.140080525586654
Heritage Site 932,Japan,Cultural,2003,661.3767629160816,No,Latin America and the Caribbean,-22.0674206777866,-97.717438993637
Heritage Site 933,India,Cultural,1990,8457.021118016137,No,Latin America and the Caribbean,46.51153144482012,159.5599182814629
Heritage Site 934,Germany,Cultural,2006,9348.053329130802,No,Latin America and the Caribbean,-24.604234758432554,-86.06453816522901
Heritage Site 935,Brazil,Cultural,2019,2427.0589392780585,No,Latin America and the Caribbean,-51.179929536326526,-142.15898101813073
Heritage Site 936,Italy,Cultural,1996,942.6514329898142,No,Latin America and the Caribbean,64.1701291262772,-88.562937924194
Heritage Site 937,Spain,Cultural,2018,3664.8481300682374,No,Africa,-71.27733060838757,-8.739467801187374
Heritage Site 938,Germany,Natural,1979,141.14800182473357,No,Arab States,-65.76978471679196,-57.66391306509408
Heritage Site 939,Greece,Cultural,2021,4247.166344478963,No,Arab States,-36.701873160797156,-5.31025818839251
Heritage Site 940,Spain,Natural,1992,3031.148935916206,No,Europe and North America,80.11491260677295,176.2446426980124
Heritage Site 941,Japan,Natural,1983,8002.383365392202,No,Arab States,-54.877988978421136,-73.77366178908606
Heritage Site 942,Japan,Cultural,1990,6552.368747050302,No,Asia and the Pacific,18.245252368238894,-72.18085092826553
Heritage Site 943,Italy,Natural,2004,4822.232693213331,No,Asia and the Pacific,-46.39780084304802,77.08553814780151
Heritage Site 944,Australia,Cultural,1988,9063.03912295396,No,Asia and the Pacific,84.45600649847532,145.20224127141552
Heritage Site 945,France,Mixed,2017,8816.54967300878,No,Asia and the Pacific,-0.6461074195602663,-12.554271962552548
Heritage Site 946,France,Cultural,2019,1468.75225923625,No,Arab States,72.54000280171374,140.8787805656092
Heritage Site 947,United Kingdom,Natural,1985,4826.541226291913,No,Latin America and the Caribbean,-5.497759042079267,11.065152586418833
Heritage Site 948,Egypt,Cultural,1990,3283.316313716514,No,Latin America and the Caribbean,18.4279615835066,-7.843111143898142
Heritage Site 949,Italy,Cultural,1991,3945.6878225484743,No,Africa,61.79623830721181,33.37371678226532
Heritage Site 950,India,Cultural,2010,8798.388660873217,No,Latin America and the Caribbean,49.994799339760135,59.14083923933558
Heritage Site 951,Mexico,Natural,2003,6273.883158135031,No,Europe and North America,47.242793926369956,-57.603082621837316
Heritage Site 952,Greece,Cultural,1995,7705.401528307077,No,Europe and North America,-71.3181377392086,-6.746887605550768
Heritage Site 953,South Africa,Cultural,1986,2657.964997903199,No,Asia and the Pacific,87.8323790208861,-21.908394527693247
Heritage Site 954,Japan,Natural,2004,505.4269285685166,No,Africa,-52.01767307404393,-74.2467463999846
Heritage Site 955,Mexico,Cultural,1979,,No,Europe and North America,43.788401475485784,107.27026182885965
Heritage Site 956,Mexico,Cultural,2022,6750.139779323756,No,Africa,63.21795676191803,42.74898717410443
Heritage Site 957,Japan,Mixed,2018,5593.285685840556,No,Europe and North America,45.62951975506894,-93.71125460633338
Heritage Site 958,Germany,Cultural,1991,4235.166572338426,No,Europe and North America,-59.01817809589832,31.75198883534489
Heritage Site 959,Italy,Natural,2022,2753.6150564569516,No,Africa,-66.93825104367015,96.90489421881375
Heritage Site 960,Brazil,Cultural,1990,3314.8474130091754,No,Asia and the Pacific,58.447425559341696,-127.42108749680051
Heritage Site 961,United Kingdom,Cultural,2018,,No,Africa,-53.34522303454685,-167.83925762547673
Heritage Site 962,Italy,Cultural,1985,3425.7322145259154,No,Europe and North America,-11.022789079127165,-108.07536576736794
Heritage Site 963,China,Natural,2015,7476.346324215447,No,Africa,-31.643963142846623,0.7648944626042748
Heritage Site 964,Germany,Cultural,2011,7686.430521541625,No,Asia and the Pacific,-68.2921649305041,-119.47400443512747
Heritage Site 965,Egypt,Cultural,2001,107.60645337923421,No,Latin America and the Caribbean,-76.61325507202909,-112.2900493289402
Heritage Site 966,Germany,Natural,1999,374.53594607173346,No,Africa,41.812252065120475,-9.78292848662781
Heritage Site 967,Australia,Natural,1991,2914.3462400907197,No,Latin America and the Caribbean,68.99316907995131,-163.7058125932765
Heritage Site 968,China,Cultural,1982,6564.964828764392,No,Arab States,55.54643661964357,-106.4248013834925
Heritage Site 969,India,Cultural,1990,6116.798642650271,No,Asia and the Pacific,78.21203634149765,-65.54068101913376
Heritage Site 970,India,Cultural,1984,3888.041658107497,No,Asia and the Pacific,51.31139149403208,-131.7872279583373
Heritage Site 971,Egypt,Cultural,2008,1028.1285278714981,No,Arab States,-17.27748096246195,-40.16623162186414
Heritage Site 972,United Kingdom,Cultural,1999,6210.956393703989,No,Asia and the Pacific,-15.421518190354774,124.87690911934664
Heritage Site 973,France,Natural,2003,3824.759245828776,No,Latin America and the Caribbean,34.4210738737183,94.57234200945635
Heritage Site 974,India,Cultural,1992,2441.692512904925,Yes,Latin America and the Caribbean,-36.76267248403005,2.7022125755538013
Heritage Site 975,Germany,Cultural,1994,5940.222990648563,Yes,Latin America and the Caribbean,23.279240884734122,154.60784550650646
Heritage Site 976,Japan,Cultural,1989,7993.703087667912,No,Europe and North America,13.28446107156968,125.05570287668269
Heritage Site 977,Greece,Cultural,1987,1848.8833177670213,No,Asia and the Pacific,-85.97962557780447,51.354065148931284
Heritage Site 978,Australia,Cultural,2006,399.41812541884644,No,Asia and the Pacific,-43.52422595631658,-116.94471217887649
Heritage Site 979,China,Cultural,2009,987.0748735276774,Yes,Latin America and the Caribbean,-14.717425545500362,-7.084183647223398
Heritage Site 980,Brazil,Cultural,1989,2574.5865544502876,No,Asia and the Pacific,-12.479043656229749,162.63106740502167
Heritage Site 981,South Africa,Cultural,2014,5563.153550500798,No,Asia and the Pacific,53.58081771905927,-152.48013276156863
Heritage Site 982,China,Cultural,2021,3288.652925121318,No,Arab States,41.324247581103066,-161.97171518707307
Heritage Site 983,South Africa,Cultural,1999,5268.231258389654,No,Africa,-28.863255269085208,-72.73195959054252
Heritage Site 984,Australia,Cultural,2022,860.3974646157767,No,Latin America and the Caribbean,-87.02588439916421,48.95134467289952
Heritage Site 985,Canada,Cultural,2009,5981.932832470046,No,Asia and the Pacific,77.3904648168685,37.358224717765125
Heritage Site 986,Spain,Natural,1988,8695.244279944038,No,Africa,-87.39873787276571,82.60908689021886
Heritage Site 987,France,Natural,1994,4426.595483835413,No,Africa,43.37964851657037,-87.17473118965913
Heritage Site 988,Italy,Cultural,1987,24.11779655815926,No,Europe and North America,27.71881806062524,-95.11251386134722
Heritage Site 989,Spain,Natural,2017,4389.518351391302,No,Asia and the Pacific,49.25699393138066,-30.607044343078314
Heritage Site 990,Greece,Natural,2014,615.7951184841963,No,Europe and North America,47.867968755816804,-75.29543445082223
Heritage Site 991,India,Cultural,1979,1852.360800227326,No,Arab States,38.96935237771888,-147.04784382116407
Heritage Site 992,Italy,Cultural,2011,8450.553558532041,No,Europe and North America,-30.606341282472968,106.9227296671138
Heritage Site 993,Spain,Cultural,2018,827.3126896044678,No,Europe and North America,-35.459566456519,74.13622664465376
Heritage Site 994,Australia,Cultural,2007,3432.7874501953265,No,Latin America and the Caribbean,50.98159790205341,-24.015594565800257
Heritage Site 995,Canada,Cultural,2022,5031.011954790659,Yes,Latin America and the Caribbean,54.643151842088855,-90.4817795907918
Heritage Site 996,Greece,Mixed,1999,2213.724813071582,No,Africa,43.60124492468236,-6.341767128661729
Heritage Site 997,India,Cultural,2004,3881.9894624948515,No,Arab States,-3.9009723847405127,-108.24071403637137
Heritage Site 998,Brazil,Cultural,1993,2938.4152957081283,No,Europe and North America,86.88319012232162,73.68922525924884
Heritage Site 999,Spain,Cultural,1991,7309.4693411802355,No,Europe and North America,83.1919348405197,-5.129773681120355
Heritage Site 1000,China,Cultural,1996,8285.149524459766,No,Africa,6.781418059582265,89.5959640442556
